"","V1","V2"
"1",-1.19296201656237,1.38831811756192
"2",-2.2090763919614,-0.712227276638821
"3",1.21292998774057,-1.89687244770649
"4",0.803278341374096,-0.158620708079271
"5",-0.0625021099730272,1.02479164111322
"6",-0.956512670493738,-1.30562247799728
"7",-1.97560560649712,-2.75512109333584
"8",-0.27706218146533,-0.0619040881760595
"9",0.0565084243940395,-1.67084614063329
"10",-0.738317602622262,-1.3527915921001
"11",1.01080342915334,-0.410902497740836
"12",-0.669214550311681,-2.45841253187543
"13",1.05715857136306,1.39239218920259
"14",1.98927484818127,-2.16214684772349
"15",-0.43162640456262,-2.37506503342753
"16",-1.58056676565689,-2.80435101352622
"17",1.78423024403887,-2.08624532651584
"18",-2.1915078543752,-1.31867207164876
"19",1.62575830459091,-0.484637356030222
"20",-0.227102883725541,-1.11274441069273
"21",0.15114514103898,-1.77527889661367
"22",0.261418174516327,-0.207036392881593
"23",-2.16350105292909,1.95180003478384
"24",-0.627306487638416,-0.952979738894443
"25",2.10953305001068,-1.59808565467508
"26",0.282495349745327,-1.72591271090451
"27",-1.54973357833612,-0.970082962342172
"28",0.377410929062433,-1.20498075769337
"29",-1.13346042827452,-2.21616456319086
"30",1.13990100334055,-0.345232777870933
"31",-1.03892068144293,0.98686960884521
"32",1.21754876521483,-1.52345490037032
"33",-1.14344880712095,-2.08134671941141
"34",-0.350297218023806,0.964865895332901
"35",-0.760271759044488,-2.1669835480883
"36",-0.524593844899226,-0.691839408964075
"37",0.212762438101879,-1.2065917607071
"38",-0.120575359619714,1.35370589616779
"39",-0.381023380139497,-0.509187780654312
"40",0.318991736896023,0.290496680935496
"41",-0.23591755663494,0.864911990226012
"42",1.29209722363881,-0.929197266904431
"43",-0.335803563580604,1.04789943802111
"44",-0.580291143140945,-0.37738078242661
"45",-0.848689461808465,-2.06420298143038
"46",-1.24288988097898,-2.21551011441842
"47",0.939767091650672,-0.359919291480898
"48",0.110890708630042,-0.521666706928814
"49",1.12545887227146,0.322536907751878
"50",-0.291405418081688,-2.05023756319105
"51",1.25061493692965,0.497700716934571
"52",1.88958657657174,-3.05746071755273
"53",3.410333009704,-1.12243118124863
"54",0.290767957686394,-0.593701688376845
"55",-0.267016850222011,-1.10705979920468
"56",0.956091773712347,2.04928005621653
"57",0.928349849065567,-0.268269524433061
"58",-0.174866456558769,0.290522353164665
"59",-0.711223318485712,-1.61788497461679
"60",-0.308242924202769,-1.004305815013
"61",-1.30395435129276,-2.30274033099926
"62",-0.00297056329355436,-0.306892893385701
"63",-2.16635653833934,-2.25265115787721
"64",-0.515412540953617,-0.330475975517417
"65",0.71051633889763,-2.00889196430303
"66",-0.637388615238164,-1.80651121762723
"67",-0.349984601309367,-1.19144194212399
"68",-0.541506517099225,1.08260556918569
"69",1.0569075430797,-1.1716541940534
"70",-0.547409165270461,-1.2696908837632
"71",1.2738152939292,0.63331238800094
"72",-2.97029858575718,-4.23981849164457
"73",-1.9998690555911,-2.68796588481892
"74",1.05124985419573,0.40088519390138
"75",-1.98437391925463,-2.7778898611192
"76",-1.77132268046681,-2.29113372122702
"77",0.669563823560584,-1.90765135414785
"78",-0.352980654838255,0.475541609504332
"79",-1.05381994674391,-2.67537463214457
"80",2.10435654663249,-1.51345508618284
"81",-0.600241135371862,-2.34283625018009
"82",0.443798793834414,-2.16561582023094
"83",-1.75788500574757,-2.32066443088109
"84",0.0615849125055047,-0.437632754339705
"85",-0.257001775508364,-1.48397172890245
"86",-0.202222038769089,-1.14519513846197
"87",-0.275272909269258,0.0127566637077933
"88",1.00217961293092,-2.76432977022951
"89",1.55444019059616,2.35076974963827
"90",0.609762557038507,1.58125627932929
"91",0.496314054980154,-0.381004083865032
"92",-0.770336133439082,-0.328578811760947
"93",-1.41513895999627,0.856629031774009
"94",0.560950822125563,-0.830746751407532
"95",-0.64976858174237,-1.41894513355521
"96",0.219526473862875,-1.3836525014354
"97",-1.53524555120923,-2.24925358233547
"98",2.17854758086433,-1.68364021320739
"99",-1.33577532130394,-2.45860952051323
"100",0.0298064065845656,-1.83051058850098
"101",-1.60979530351874,-2.60329987141727
"102",0.174010446093723,-2.55499932481353
"103",0.252695429731433,1.63858644242211
"104",1.22482874074162,0.54952588524161
"105",-1.27035460474135,-2.36724153377776
"106",-1.39365047465627,-3.07024543510758
"107",-0.861210964820215,-0.550108409446725
"108",-0.256464035128376,-1.22994448554247
"109",-1.3314684801024,-2.7052908567472
"110",-1.12918877513841,0.69556700625041
"111",-1.88022819969883,-1.99164102264696
"112",0.282614348362168,-0.153037326580665
"113",-1.00412512136101,-2.65652886910266
"114",0.0611611579849807,-0.700104599372398
"115",-0.318994523722209,-1.12481900262826
"116",2.54746789237047,-2.13638646296946
"117",0.52694992997706,0.554142541714129
"118",0.183069455495555,-1.69766347694886
"119",-1.65578713478088,-0.896759222025888
"120",-2.13554222857526,-2.45773017850277
"121",-2.01055282602273,-2.02836486763929
"122",-1.48614857605571,-2.96912162548115
"123",0.108810945927589,-0.47751752708989
"124",2.22591231485123,1.96259902191978
"125",-1.06965686621905,-1.53130598101325
"126",2.31745584810827,-1.35343374042968
"127",2.41762206676694,-4.29295799695921
